Protein1,Protein2,Score
1925,624,301
1925,1487,168
1925,4355,435
1925,5406,435
1925,1611,187
1925,4961,217
1925,2786,280
1925,3458,238
1925,2763,435
1925,4207,150
1925,2293,292
1925,860,226
1925,1011,435
1925,3158,336
1925,2698,174
1925,3608,297
1925,486,249
1925,1453,165
1925,2515,229
1925,1384,217
1925,4,150
1925,5354,207
1925,5059,264
1925,4389,184
1925,2484,181
1925,951,227
1925,1770,489
1925,5375,368
1925,1014,343
1925,2226,350
1925,5403,165
1925,2317,435
1925,2459,186
1925,403,313
1925,3010,298
1925,5551,150
1925,10,435
1925,840,212
1925,2735,264
1925,764,294
1925,2736,156
1925,3347,176
1925,3676,461
1925,1617,181
1925,2159,304
1925,5867,308
1925,3487,351
1925,2378,435
1925,4968,435
1925,1000,292
1925,1130,932
1925,4240,150
1925,2116,884
1925,4406,173
1925,1057,226
1925,1506,367
1925,2656,165
1925,3440,825
1925,3229,170
1925,1505,154
1925,4266,165
1925,2890,475
1925,5087,718
1925,5344,176
1925,4865,461
1925,3682,198
1925,1462,181
1925,202,322
1925,1778,226
1925,532,196
1925,3447,240
1925,1664,199
1925,5060,435
1925,3261,321
1925,2192,216
1925,2103,181
1925,5591,173
1925,4150,276
1925,3386,291
1925,2911,288
1925,3784,701
1925,3996,173
1925,841,994
1925,2946,750
1925,493,392
1925,1316,174
1925,4888,304
1925,2768,201
1925,1468,173
1925,5856,398
1925,4550,404
1925,2712,953
1925,1379,188
1925,876,182
1925,4976,302
1925,1619,150
1925,650,197
1925,1030,333
1925,5970,280
1925,2364,176
1925,851,435
1925,1136,404
1925,1242,999
1925,4815,258
1925,3655,189
1925,4264,179
1925,4801,183
1925,2608,167
1925,4671,150
1925,1628,181
1925,819,859
1925,2252,150
1925,3017,524
1925,5707,246
1925,4339,435
1925,899,190
1925,1013,636
1925,539,999
1925,3137,222
1925,3699,628
1925,5099,403
1925,2848,270
1925,4436,220
1925,4996,216
1925,2533,832
1925,922,315
1925,4561,159
1925,3632,270
1925,3664,311
1925,1856,435
1925,4513,240
1925,2182,189
1925,1279,435
1925,1196,248
1925,5035,168
1925,657,202
1925,3712,410
1925,5316,435
1925,4029,559
1925,5441,173
1925,2210,435
1925,180,150
1925,3838,150
1925,3941,782
1925,2128,213
1925,18,426
1925,1034,825
1925,2228,228
1925,2885,233
1925,1624,890
1925,1271,435
1925,2284,154
1925,521,404
1925,2553,999
1925,5990,999
1925,4905,435
1925,3649,221
1925,494,394
1925,1895,274
1925,2850,196
1925,4467,745
1925,2296,999
1925,5322,566
1925,50,250
1925,966,939
1925,2700,358
1925,4125,277
1925,4440,193
1925,643,177
1925,4001,190
1925,5307,304
1925,4571,999
1925,3751,190
1925,5659,225
1925,273,226
1925,4849,435
1925,1469,197
1925,5440,921
1925,3120,852
1925,278,296
1925,2247,175
1925,4426,159
1925,5745,546
1925,5965,434
1925,4775,622
1925,3193,435
1925,1537,596
1925,3163,256
1925,4545,435
1925,5161,266
1925,209,411
1925,3947,150
1925,1736,187
1925,5678,270
1925,3692,392
1925,2503,220
1925,4542,275
1925,1326,922
1925,4242,375
1925,1478,539
1925,4627,651
1925,5639,150
1925,4532,367
1925,2599,153
1925,4379,283
1925,3093,163
1925,5112,287
1925,3786,209
1925,541,223
2171,1217,205
2171,492,159
2171,191,523
2171,1679,190
2171,341,383
2171,704,630
2171,921,240
2171,1845,168
2171,1495,549
2171,837,475
2171,3238,243
2171,2623,617
2171,4302,252
2171,4618,340
2171,2894,231
2171,4155,745
2171,4015,370
2171,1951,157
2171,2147,249
2171,879,389
2171,1337,435
2171,3555,463
2171,551,177
2171,3951,796
2171,5645,159
2171,4434,480
2171,2191,216
2171,1849,203
2171,1898,232
2171,4709,153
2171,5106,993
2171,3684,284
2171,4004,450
2171,3857,203
2171,891,159
2171,5993,202
2171,3567,152
2171,5032,291
2171,1486,300
2171,4186,455
2171,3347,373
2171,3100,403
2171,1351,231
2171,2328,295
2171,3676,412
2171,4388,183
2171,900,772
2171,2080,159
2171,1847,203
2171,1384,258
2171,2517,183
2171,4971,202
2171,951,493
2171,2222,202
2171,4470,216
2171,4761,233
2171,3054,194
2171,5703,328
2171,4711,251
2171,5376,183
2171,3112,242
2171,4329,451
2171,2540,211
2171,1517,159
2171,1946,184
2171,4807,341
2171,3562,182
2171,486,157
2171,2432,700
2171,3048,543
2171,1814,196
2171,2121,265
2171,1610,998
2171,1017,167
2171,4774,181
2171,5218,533
2171,905,155
2171,1278,454
2171,4188,367
2171,2747,229
2171,5764,283
2171,1485,179
2171,1339,179
2171,5385,305
2171,1675,463
2171,1611,621
2171,1343,167
2171,4734,232
2171,4173,235
2171,4090,475
2171,2078,351
2171,2992,596
2171,4749,254
2171,615,523
2171,2321,212
2171,1056,211
2171,2197,181
2171,5941,155
2171,5398,514
2171,1782,431
2171,722,154
2171,5492,365
2171,5479,461
2171,3917,246
2171,5078,781
2171,1502,257
2171,3167,564
2171,108,616
2171,405,416
2171,3333,407
2171,3395,452
2171,5778,879
2171,3839,794
2171,87,181
2171,292,783
2171,5760,239
2171,478,213
2171,4131,284
2171,5334,185
2171,5049,156
2171,5887,159
2171,662,185
2171,693,308
2171,3432,323
2171,871,194
2171,5508,193
2171,3659,437
2171,2392,294
2171,276,219
2171,5186,682
2171,3390,455
2171,3629,329
2171,1129,157
2171,629,248
2171,347,163
2171,1362,996
2171,4877,542
2171,2044,355
2171,647,397
2171,2739,155
2171,4282,281
2171,4178,167
2171,455,218
2171,3732,235
2171,2720,220
2171,2557,180
2171,531,336
2171,2475,354
2171,3427,169
2171,2379,175
2171,3657,152
2171,3311,429
2171,3965,457
2171,5625,362
2171,1686,173
2171,1789,300
2171,2944,165
2171,2539,485
2171,5310,213
2171,732,809
2171,5159,235
2171,2700,950
2171,1975,182
2171,5671,194
2171,3683,423
2171,3536,313
2171,3211,390
2171,2435,197
2171,985,156
2171,2524,694
2171,216,704
2171,952,236
2171,265,228
2171,3416,224
2171,5441,285
2171,318,915
2171,1305,338
2171,3312,180
2171,1579,183
2171,5340,457
2171,4561,777
2171,3632,173
2171,1580,772
2171,4513,733
2171,4883,181
2171,760,972
2171,1929,413
2171,3000,159
2171,3399,244
2171,5175,469
2171,2406,184
2171,5112,295
2171,541,249
2171,5609,454
2171,5161,555
2171,209,696
2171,5362,543
2171,4523,181
2171,3900,288
2171,4542,714
2171,5965,326
2171,4979,282
2171,529,232
2171,3853,190
2171,3505,166
2171,4301,468
2171,5817,323
2171,5984,183
2171,802,245
2171,2247,184
2171,5147,256
2171,1462,182
2171,5694,378
2171,4230,414
2171,202,177
2171,5051,261
2171,1778,999
2171,1500,236
2171,4804,151
2171,3738,193
2171,3719,294
2171,5502,453
2171,3691,637
2171,2192,276
2171,2689,359
2171,1897,284
2171,1488,155
2171,1828,216
2171,5344,168
2171,2834,162
2171,2127,235
2171,1369,287
2171,776,261
2171,2554,340
2171,2752,626
2171,1853,241
2171,5765,155
2171,3925,181
2171,450,397
2171,2671,179
2171,3229,229
2171,4019,999
2171,5372,369
2171,1001,214
2171,3164,289
2171,4479,248
2171,2731,167
2171,3092,218
2171,965,342
2171,3487,612
2171,2243,155
2171,2829,279
2171,5495,512
2171,5193,188
2171,1006,383
2171,63,223
2171,1632,231
2171,768,245
2171,707,450
2171,4255,392
2171,3679,650
2171,3421,296
2171,4064,748
2171,3816,165
2171,1519,243
2171,4996,209
2171,955,179
2171,2533,172
2171,2982,322
2171,5401,727
2171,953,252
2171,4815,503
2171,5251,526
2171,2909,151
2171,5736,263
2171,3125,155
2171,283,178
2171,1327,164
2171,3661,165
2171,3525,226
2171,5855,194
2171,5912,155
2171,757,469
2171,1468,280
2171,1392,287
2171,2310,510
2171,3931,224
2171,154,392
2171,876,338
2171,2455,323
2171,650,353
2171,3512,467
2171,2316,551
2171,1136,711
2171,2345,164
2171,1804,248
2171,2157,560
2171,4408,932
2171,5419,261
2171,3784,281
2171,206,246
2171,4699,169
2171,2999,390
2171,4723,969
2171,3091,591
2171,4182,235
2171,841,600
2171,2946,164
2171,3747,153
2171,11,234
2171,4626,200
2171,2494,392
2171,4888,261
2171,794,982
2171,3835,394
2171,4297,169
2171,3515,299
2171,3647,169
2171,3583,577
2171,2546,214
2171,5895,210
2171,2457,152
2171,5631,459
2171,5214,338
2171,5245,696
2171,1518,343
2171,2167,226
2171,5208,212
2171,1998,198
2171,3890,192
2171,2859,294
2171,5697,317
2171,5301,435
2171,3847,260
2171,627,342
2171,1357,163
2171,78,259
2171,68,359
2171,3748,156
2171,896,168
2171,1422,392
2171,770,362
2171,330,279
2171,5402,165
2171,3572,824
2171,1471,378
2171,1681,181
2171,3543,477
2171,1977,473
2171,263,429
2171,1390,398
2171,764,407
2171,1968,535
2171,1445,321
2171,3989,226
2171,4052,391
2171,2135,538
2171,4389,252
2171,4395,596
2171,1770,234
2171,5680,390
2171,1727,486
2171,2610,217
2171,102,243
2171,767,393
2171,3608,155
2171,3001,245
2171,2922,217
2171,3090,152
2171,1317,287
2171,1966,181
2171,5660,206
2171,2423,175
2171,4818,712
2171,3111,337
2171,847,261
2171,675,187
2171,4115,844
2171,1487,982
2171,5723,657
2171,2949,154
2171,2234,404
2171,1837,261
2171,874,432
2171,4790,174
2171,1221,167
2171,2844,282
2171,2616,322
2171,1691,190
2171,360,919
2171,3277,199
2171,962,166
2171,3916,680
2171,4170,532
2171,3506,284
2171,692,445
2171,1398,390
2171,2660,932
2171,3812,230
2171,940,232
2171,2382,621
2171,4261,341
2171,3426,658
2171,178,374
2171,750,470
2171,2452,420
2171,3286,218
2171,4858,201
2171,589,915
2171,350,454
2171,401,266
2171,1441,408
2171,439,551
2171,2396,928
2171,3871,155
2171,1063,162
2171,3912,376
2171,2529,248
2171,5596,526
2171,3387,218
2171,5125,273
2171,1135,325
2171,5907,912
2171,3716,218
2171,4077,166
2171,687,604
2171,1243,908
2171,5031,195
2171,3403,439
2171,991,239
2171,3585,593
2171,3995,366
2171,2100,229
2171,399,249
2171,2445,219
2171,168,617
2171,5485,250
2171,5135,463
2171,5823,231
2171,1953,773
2171,956,173
2171,52,321
2171,809,660
2171,1984,156
2171,3034,408
2171,4702,244
2171,282,278
2171,1181,337
2171,4425,465
2171,4156,395
2171,4591,504
2171,2460,997
2171,620,156
2171,3397,650
2171,5358,664
2171,1376,304
2171,4933,188
2171,6002,204
2171,4803,219
2171,1028,356
2171,3649,941
2171,2716,161
2171,3254,217
2171,4179,171
2171,4441,469
2171,2245,159
2171,232,216
2171,1895,588
2171,2228,158
2171,2914,305
2171,3159,473
2171,5622,162
2171,400,321
2171,1531,332
2171,211,254
2171,3359,999
2171,567,414
2171,2227,203
2171,5537,321
2171,2591,179
2171,172,282
2171,3941,364
2171,5275,329
2171,4364,170
2171,1107,203
2171,2994,203
2171,4567,195
2171,1248,682
2171,7,540
2171,5822,203
2171,5035,248
2171,4308,205
2171,1413,197
2171,4242,746
2171,4054,179
2171,3494,972
2171,136,191
2171,28,289
2171,2599,230
2171,4273,345
2171,538,161
2171,4643,151
2171,4685,156
2171,133,187
2171,2882,409
2171,3594,181
2171,4081,385
2171,1548,161
2171,5267,192
2171,5745,163
2171,3267,218
2171,635,155
2171,3106,311
2171,4516,855
2171,501,438
2171,3500,157
2171,1537,152
2171,5926,183
2171,3163,520
2171,4440,485
2171,643,673
2171,534,219
2171,4001,157
2171,4472,270
2171,5659,804
2171,5093,520
2171,3120,999
2171,3612,187
2171,4083,323
2171,3831,266
2171,2377,345
2171,777,207
2171,2387,150
2171,3910,256
2171,165,578
2171,5176,476
2171,1346,453
2171,1124,201
2171,838,236
2171,4180,356
2171,4266,520
2171,4745,188
2171,4898,333
2171,5918,154
2171,1714,157
2171,4865,374
2171,225,208
2171,5280,308
2171,3252,349
2171,3682,556
2171,4667,155
2171,1884,181
2171,660,296
2171,2280,252
2171,3883,155
2171,5842,255
2171,1506,484
2171,1964,212
2171,976,203
2171,2164,465
2171,4094,150
2171,5494,242
2171,2897,228
2171,3217,188
2171,4482,966
2171,325,270
2171,855,311
2171,3133,298
2171,1116,776
2171,4648,182
2171,1043,303
2171,3011,248
2171,319,242
2171,4584,342
2171,2841,181
2171,79,237
2171,3794,203
2171,2275,224
2171,1013,181
2171,899,285
2171,1798,169
2171,2143,726
2171,2036,488
2171,1683,276
2171,583,167
2171,3655,483
2171,1183,542
2171,320,852
2171,4234,175
2171,2053,419
2171,819,230
2171,1391,194
2171,4176,480
2171,5707,583
2171,477,242
2171,5487,349
2171,3067,339
2171,2768,158
2171,5856,908
2171,4229,165
2171,2712,947
2171,3381,421
2171,3060,325
2171,1690,510
2171,5142,295
2171,4738,852
2171,3464,585
2171,2911,269
2171,3882,491
2171,516,157
2171,4729,213
2171,3568,991
2171,5211,625
2171,5456,465
2171,3668,193
4515,1748,221
4515,2753,160
4515,5286,262
4515,4340,179
4515,3397,164
4515,3203,917
4515,4538,163
4515,2401,294
4515,3390,174
4515,1226,256
4515,2264,190
4515,2326,393
4515,1584,325
4515,507,217
4515,5802,175
4515,4369,171
4515,4796,467
4515,452,194
4515,750,214
4515,2197,161
4515,4604,380
4515,883,159
4515,2992,179
4515,5385,193
4515,5764,280
4515,5171,235
4515,3001,163
4515,5390,190
4515,5327,181
4515,5154,738
4515,102,202
4515,3112,458
4515,2222,170
4515,3054,298
4515,951,161
4515,1384,446
4515,4809,438
4515,223,211
4515,3100,243
4515,5149,224
4515,4004,282
4515,1909,155
4515,2384,306
4515,1372,395
4515,3926,250
4515,4155,285
4515,5301,165
4515,4819,200
4515,3593,187
4515,1518,168
4515,4595,390
4515,5870,196
4515,191,284
4515,698,186
4515,2249,195
4515,4182,156
4515,4157,173
4515,3091,293
4515,2999,481
4515,5519,166
4515,1136,171
4515,3512,265
4515,3060,287
4515,1690,174
4515,5120,470
4515,1468,152
4515,4714,208
4515,2306,235
4515,4091,307
4515,4996,168
4515,2848,390
4515,1979,150
4515,3113,195
4515,1817,195
4515,4572,962
4515,5346,692
4515,3103,153
4515,4094,362
4515,2675,152
4515,2164,295
4515,3682,285
4515,1884,278
4515,660,202
4515,4691,279
4515,5238,181
4515,2631,192
4515,4230,247
4515,5988,189
4515,1741,172
4515,5659,305
4515,4037,159
4515,2574,187
4515,3267,252
4515,4979,165
4515,432,213
4515,124,252
4515,4542,156
4515,4548,157
4515,53,605
4515,4054,165
4515,5461,153
4515,5298,153
4515,3867,191
4515,5999,190
4515,5330,334
4515,1271,177
4515,4252,713
4515,5089,162
4515,1375,166
4515,5247,764
4515,2716,412
4515,2653,153
4515,459,172
4515,1160,159
2682,3244,423
2682,474,482
2682,5496,278
2682,999,181
2682,4103,403
2682,2436,533
2682,4155,226
2682,4787,156
2682,5497,259
2682,4015,512
2682,743,161
2682,5782,203
2682,4757,163
2682,4830,364
2682,5848,201
2682,4514,165
2682,4958,184
2682,4997,278
2682,770,190
2682,5149,157
2682,159,158
2682,1381,195
2682,463,204
2682,2594,243
2682,645,166
2682,4501,208
2682,5942,173
2682,5466,235
2682,5895,247
2682,2561,586
2682,2249,154
2682,826,912
2682,1178,168
2682,640,180
2682,744,390
2682,923,482
2682,3563,312
2682,75,186
2682,1981,165
2682,4570,299
2682,2129,155
2682,2335,192
2682,3859,178
2682,4596,163
2682,4747,250
2682,2786,422
2682,5703,346
2682,2064,385
2682,1476,191
2682,4807,154
2682,2084,203
2682,1914,198
2682,2698,241
2682,2490,211
2682,1966,261
2682,1568,293
2682,1336,203
2682,4961,181
2682,1159,165
2682,4954,564
2682,3531,212
2682,2057,160
2682,2632,151
2682,3567,163
2682,5948,157
2682,3347,179
2682,5127,215
2682,3841,287
2682,2941,432
2682,1453,154
2682,2803,242
2682,563,196
2682,2012,184
2682,951,232
2682,2575,699
2682,1613,236
2682,4789,160
2682,442,229
2682,4350,202
2682,252,199
2682,4168,240
2682,731,612
2682,1186,329
2682,3167,181
2682,5263,192
2682,523,211
2682,1577,193
2682,2397,252
2682,2234,201
2682,83,213
2682,2873,150
2682,4911,212
2682,356,153
2682,3667,931
2682,3937,166
2682,1452,934
2682,4909,169
2682,3286,159
2682,3629,314
2682,3574,175
2682,347,746
2682,1039,902
2682,3652,405
2682,2847,349
2682,3933,244
2682,2379,202
2682,3858,261
2682,3836,261
2682,4665,191
2682,3200,255
2682,1114,276
2682,3585,325
2682,614,211
2682,634,157
2682,3556,214
2682,5823,152
2682,902,303
2682,2545,166
2682,1514,461
2682,3314,198
2682,3870,265
2682,3022,225
2682,3336,152
2682,3790,165
2682,917,153
2682,1596,388
2682,820,160
2682,3306,166
2682,858,170
2682,3811,188
2682,5209,172
2682,3233,205
2682,3375,204
2682,4560,168
2682,5752,294
2682,4284,189
2682,3425,250
2682,3856,388
2682,5141,203
2682,5322,279
2682,3552,724
2682,2221,938
2682,3423,222
2682,3683,351
2682,3354,165
2682,3536,437
2682,3211,252
2682,4426,173
2682,4990,218
2682,245,268
2682,3853,275
2682,5659,183
2682,3612,317
2682,388,203
2682,3169,256
2682,1699,367
2682,2477,190
2682,3888,231
2682,4791,228
2682,1564,334
2682,4685,225
2682,4039,353
2682,5503,345
2682,3127,150
2682,942,176
2682,4041,593
2682,4110,468
2682,3820,159
2682,5921,215
2682,3900,211
2682,3883,172
2682,4406,172
2682,354,324
2682,2280,628
2682,4867,196
2682,976,218
2682,3925,713
2682,4169,179
2682,3071,189
2682,1921,271
2682,5940,212
2682,2731,176
2682,5384,173
2682,1462,376
2682,5582,262
2682,3404,207
2682,5954,193
2682,3980,454
2682,1576,206
2682,5087,349
2682,4846,214
2682,5190,154
2682,3682,279
2682,4550,363
2682,4229,341
2682,1468,165
2682,1623,368
2682,2263,229
2682,5970,218
2682,1136,367
2682,1866,163
2682,2757,201
2682,4408,384
2682,1169,771
2682,206,217
2682,164,218
2682,885,162
2682,1316,485
2682,717,165
2682,2827,291
2682,1969,214
2682,4192,356
2682,5712,158
2682,3383,173
163,3788,176
163,615,289
163,3374,174
163,4528,294
163,4898,165
163,1828,180
163,750,452
163,178,235
163,2834,193
163,1884,162
163,3682,294
163,3252,294
163,2601,645
163,4173,169
163,2234,153
163,2585,167
163,2387,250
163,4090,249
163,4790,179
163,5643,264
163,4289,627
163,4749,257
163,3195,281
163,1794,328
163,4369,174
163,810,206
163,3927,210
163,4183,669
163,5982,181
163,5669,162
163,5181,254
163,166,363
163,3871,287
163,2164,173
163,3387,267
163,5125,402
163,662,191
163,276,180
163,5712,228
163,2683,284
163,2942,462
163,338,632
163,2252,182
163,2101,296
163,4091,322
163,5855,255
163,3708,299
163,1663,277
163,1798,204
163,1584,655
163,1649,272
163,825,266
163,3598,189
163,3421,173
163,1733,154
163,1704,173
163,5419,258
163,3873,187
163,2999,228
163,5560,302
163,4182,159
163,4951,206
163,329,154
163,4229,224
163,4702,181
163,3060,240
163,4566,410
163,1136,225
163,753,209
163,1692,455
163,919,621
163,2524,197
163,5301,429
163,2203,167
163,3211,330
163,1217,299
163,2004,232
163,151,198
163,2276,290
163,3647,219
163,5631,157
163,2457,213
163,732,237
163,191,194
163,2272,171
163,68,527
163,5986,201
163,4172,172
163,5149,187
163,4302,178
163,3416,225
163,5441,201
163,5701,224
163,1023,222
163,4015,161
163,4155,217
163,1357,631
163,4364,199
163,3697,300
163,4114,193
163,4287,159
163,951,414
163,1190,740
163,5680,269
163,1635,169
163,840,155
163,1297,215
163,5803,192
163,1390,284
163,263,292
163,730,573
163,1445,232
163,2477,185
163,847,357
163,1583,176
163,1382,200
163,4120,346
163,5507,458
163,1611,309
163,2293,270
163,4889,607
163,1627,303
163,2610,734
163,4329,231
163,5468,193
1758,2736,154
1758,4259,238
1758,5551,323
1758,2144,908
1758,2186,231
1758,2012,274
1758,4058,595
1758,2317,539
1758,1936,182
1758,2515,221
1758,2077,251
1758,2787,404
1758,5734,168
1758,3131,538
1758,4834,690
1758,5390,175
1758,2064,238
1758,4363,273
1758,456,581
1758,860,776
1758,1841,581
1758,3268,197
1758,4009,224
1758,1012,190
1758,5052,760
1758,5406,491
1758,1159,231
1758,409,176
1758,1610,212
1758,5735,473
1758,1331,160
1758,3130,213
1758,944,538
1758,139,237
1758,1081,184
1758,4501,151
1758,2167,490
1758,3733,282
1758,1981,167
1758,2794,363
1758,2340,518
1758,5675,321
1758,2335,225
1758,5083,289
1758,5853,579
1758,4427,162
1758,2592,167
1758,3654,210
1758,4162,588
1758,3808,193
1758,1031,235
1758,3150,947
1758,4924,219
1758,2443,197
1758,706,151
1758,4835,396
1758,4140,177
1758,5030,229
1758,3184,953
1758,5324,197
1758,1593,623
1758,5668,533
1758,5986,180
1758,1373,355
1758,159,404
1758,5896,183
1758,2048,684
1758,3368,654
1758,5845,178
1758,4431,193
1758,1985,213
1758,2326,797
1758,3695,246
1758,4664,336
1758,2456,865
1758,4177,251
1758,5554,265
1758,4274,237
1758,3296,157
1758,5789,278
1758,2881,205
1758,5508,188
1758,4098,208
1758,1403,590
1758,2447,183
1758,1685,204
1758,3702,167
1758,1289,150
1758,3028,268
1758,4592,819
1758,1588,690
1758,4072,372
1758,2713,670
1758,5331,161
1758,4952,171
1758,1443,337
1758,2595,188
1758,3043,208
1758,4527,184
1758,786,215
1758,3473,158
1758,1923,404
1758,1348,304
1758,1221,337
1758,2797,210
1758,4654,160
1758,5462,171
1758,1026,207
1758,5179,152
1758,4770,591
1758,1915,187
1758,1528,252
1758,175,290
1758,2072,169
1758,3620,222
1758,2000,197
1758,5666,221
1758,2719,383
1758,4521,339
1758,663,342
1758,3825,284
1758,4627,156
1758,136,188
1758,217,988
1758,4555,193
1758,2054,186
1758,5191,329
1758,1983,287
1758,4545,441
1758,4413,984
1758,5548,185
1758,4625,171
1758,5311,309
1758,4914,483
1758,4608,722
1758,124,722
1758,3193,670
1758,799,894
1758,3169,179
1758,1602,372
1758,1448,273
1758,4120,153
1758,3569,160
1758,4125,252
1758,5380,303
1758,1575,168
1758,1895,214
1758,3146,211
1758,708,436
1758,1766,313
